ID,Date,product_type,size,text,rating,sentiment
788,2024-09-01,Step ladder,6ft,good,5,1
789,2025-01-25,Step ladder,7ft,good quality product feet height standing,5,1
790,2025-01-08,Step ladder,7ft,win good conditionsexcellent pakingrecommend buy others,4,1
791,2024-06-11,Step ladder,7ft,good quality product good packing fast delivery thank,5,1
792,2024-06-24,Step ladder,7ft,buy product get linete lateter well good,5,1
793,2024-05-02,Step ladder,7ft,good packing good quality,5,1
794,2024-08-13,Step ladder,7ft,good productthanks dalaz,5,1
795,2024-08-08,Step ladder,7ft,got ladder week took long time deliver overall condition ladder worst crow poop dusty looks like old used ladder thought good condition brand swisstek order made feel like right place buy products like customers wont get satisfied deal store please think twice purchasing attached photos well,1,1
796,2024-05-23,Step ladder,7ft,good quality product safely packed n delivered issues,5,1
797,2024-08-22,Step ladder,7ft,fast delivery good product,5,1
798,2024-04-15,Step ladder,7ft,perfect domestic use value money,5,1
799,2024-06-05,Step ladder,7ft,product ok rigidity bit unsatisfied ok indoor use corners smoothed coz cause injuries ive pointed im hoping gum tape coz corners bit sharp,4,1
800,2024-04-20,Step ladder,7ft,super ladder excellent quality cheaper hardware price quality,5,1
801,2024-12-20,Step ladder,7ft,good product,5,1
802,2024-07-11,Step ladder,7ft,aluminium ladder sturdy wellbuilt meets safety standards lightweight yet durable antislip steps stable base making reliable indoor outdoor tasks highly recommended quality performance,5,1
803,2024-11-17,Step ladder,7ft,high quality ladder worth price recommended house worksfree shipping win,5,1
804,2024-09-16,Step ladder,7ft,received product perfect condition issues liked product,5,1
805,2024-10-01,Step ladder,7ft,fast deliverywith dayproduct valive money goog quality,4,0
806,2024-09-26,Step ladder,7ft,well nothing packets well packed,4,1
807,2024-05-28,Step ladder,7ft,overall good product much heavier expected also two sharp parts picture harm skin,3,-1
808,2024-06-18,Step ladder,7ft,think good value money fast delivery photo taken wideangle lens ladder might look taller,5,1
809,2024-12-11,Step ladder,7ft,really worth price thanks daraz like future also,5,1
810,2024-10-12,Step ladder,7ft,item broken receivingdont ever buy,1,-1
811,2025-01-28,Step ladder,7ft,good product recommend,5,1
812,2024-04-30,Step ladder,7ft,well packed quick delivery worth price paid,5,1
813,2024-08-24,Step ladder,7ft,good product high quality fast delivery win,5,1
814,2024-10-20,Step ladder,7ft,received days complete packing value money thanks daraz,5,1
815,2024-07-09,Step ladder,7ft,hodak hodak,5,0
816,2024-06-02,Step ladder,7ft,good make sure sand edges,5,1
817,2024-10-21,Step ladder,7ft,good delivery time taken days,5,1
818,2024-07-08,Step ladder,7ft,worth money good product damages thank,5,1
819,2024-06-23,Step ladder,7ft,swisstek best quality branded product recommended,5,1
820,2024-04-22,Step ladder,7ft,recommend satisfied thanks daraz worth every penny,5,1
821,2024-06-18,Step ladder,7ft,good shown images reasonable,5,1
822,2024-06-27,Step ladder,7ft,good product safe delivery damages,5,1
823,2024-05-08,Step ladder,7ft,good product,5,1
824,2024-05-02,Step ladder,7ft,worst delevery experience,5,-1
825,2024-12-20,Step ladder,7ft,good worth money,5,1
826,2024-05-08,Step ladder,7ft,good product monythanks daraz,5,1
827,2024-08-30,Step ladder,7ft,good condition reccomond seller,5,1
828,2024-11-17,Step ladder,7ft,bad good,5,-1
829,2024-10-27,Step ladder,7ft,recommended really good,5,1
830,2024-07-22,Step ladder,7ft,good quality fast delivery,5,1
831,2024-11-01,Step ladder,7ft,highly recommend best product,5,1
832,2025-01-02,Step ladder,7ft,good product recommended,5,1
833,2024-05-16,Step ladder,7ft,superb quality product recommend buy fast delivery like rocket,5,1
834,2024-07-23,Step ladder,7ft,highly recommended,5,1
835,2024-09-20,Step ladder,7ft,good product,5,1
836,2024-07-29,Step ladder,7ft,good product,5,1
837,2025-01-28,Step ladder,7ft,good,5,1
838,2024-12-14,Step ladder,7ft,good,5,1
839,2024-10-24,Step ladder,7ft,good one,5,1
840,2024-08-06,Step ladder,7ft,good,5,1
841,2024-06-09,Step ladder,7ft,described,5,0
842,2025-01-29,Step ladder,7ft,good quality,5,1
843,2024-09-17,Step ladder,7ft,good product,5,1
844,2024-04-12,Step ladder,7ft,hi quality product fast delivery recommended seller,5,1
845,2024-09-26,Step ladder,7ft,good product nicely packed sent,5,1
846,2024-10-23,Step ladder,7ft,good product,5,1
847,2024-06-07,Step ladder,7ft,good,5,1
848,2024-05-22,Step ladder,7ft,ladder best seller best certis delivery service weak,5,1
849,2024-11-05,Step ladder,7ft,prone cuts bruises sharp cut aluminum edges expected better finished product overall worth price,3,1
850,2024-10-13,Step ladder,7ft,order went like k days deliver,4,1
851,2024-05-30,Step ladder,7ft,delayed delivery delivery company name jetex product delivered calling many times customer care jetex,5,1
852,2024-11-28,Step ladder,7ft,absolutely worth price good quality quick delivery,5,1
853,2024-10-11,Step ladder,7ft,good ladder,5,1
854,2024-12-30,Step ladder,7ft,good product picture,5,1
855,2024-06-30,Step ladder,7ft,satisfied good packaging fast delivery,5,1
856,2024-09-28,Step ladder,7ft,value money,5,1
857,2025-01-11,Step ladder,7ft,almost one month taken delivery product really good,3,1
858,2025-01-23,Step ladder,7ft,good item,5,1
859,2024-08-22,Step ladder,7ft,happy purchase good product quick delivery thanks daraz alumex,5,1
860,2024-06-12,Step ladder,7ft,quality checked shipping swisstek company dont quality checkers low price low quality,2,-1
861,2024-05-20,Step ladder,7ft,ordered ledder th dec bit still didnt get product,1,0
862,2025-01-06,Step ladder,7ft,would rate possible diagonal crossbars slightly flimsy overall quite good reasonably steady steps total including top deep except topmost step deep bottom step wide steps get progressively narrower th step wide topmost step wide decent rubber feet im reasonably satisfied purchase,5,1
863,2024-09-04,Step ladder,7ft,enough strength aluminium runners,3,1
864,2024-07-07,Step ladder,7ft,satisfied ladder balanced dangerous legs touch ground dangerous climb unsatisfied,2,-1
865,2024-05-20,Step ladder,7ft,whoooooits great deal well received item safe packaging highly recommend seller thanks seller daraz also,5,1
866,2024-06-16,Step ladder,7ft,good finishing good value spend,5,1
867,2024-06-15,Step ladder,7ft,good,5,1
868,2024-09-19,Step ladder,7ft,brilliant ladder long recommend buy happy,5,1
869,2025-01-18,Step ladder,7ft,good product,4,1
870,2024-12-05,Step ladder,7ft,products good worth value,5,1
871,2024-07-07,Step ladder,7ft,good item,5,1
872,2024-09-02,Step ladder,7ft,good product,5,1
873,2024-10-28,Step ladder,7ft,good,5,1
874,2024-06-12,Step ladder,7ft,little thin expectedcan use lighter works,3,0
875,2024-05-02,Step ladder,7ft,good product worth price recommend,5,1
876,2024-12-05,Step ladder,7ft,fast delivery within daysproduct perfect condition,4,1
877,2024-10-29,Step ladder,7ft,easy handle worth paying strong easy carry win,5,1
878,2024-04-30,Step ladder,7ft,worth price useful one win,5,1
879,2024-10-31,Step ladder,7ft,product good delivery worse call several times courier daraz get delivered took week deliver product,3,-1
880,2024-09-30,Step ladder,7ft,good quality,5,1
881,2024-10-12,Step ladder,7ft,updates govenme impressoon item imported however yesterday got local factory may know,5,0
882,2024-07-01,Step ladder,7ft,product good deliver longweeks supposed deliver timedeliver lodge complain times delayregret service customers,5,1
883,2024-10-26,Step ladder,7ft,one best products ever ordered via daraz swisstek quality aluminium products anybody doubt price tell cheapest price ft ladder colombo area,5,1
884,2024-11-15,Step ladder,7ft,ladder correct material gauge thin shaky purchased company passing similar companies expecting good quality product per brand name came know make poor quality products,2,-1
885,2024-11-26,Step ladder,7ft,fast shipping compared users bad jetex experiences different stores im really happy got order seller jetx deliver person nice communicative product also good pictures think posting pictures unnecessary many people already posted xd recommend seller product,5,1
886,2024-04-12,Step ladder,7ft,delivered timelooks good nicely packedreally appreciated fast service provided thank,5,1
887,2024-05-07,Step ladder,7ft,product described quality material grade excellent well finished highly recommended,5,1
888,2025-01-10,Step ladder,7ft,good quality ladder would recommend delivery took days due fuel outage moment overall good,5,1
889,2024-12-13,Step ladder,7ft,good packing good finishing took weeks deliver aluminum plate thickness mm step width cm,4,1
890,2024-07-28,Step ladder,7ft,according delivery status updated delivery attempt failed wrong contacted seller daraz long delay finally got item days fine looks like quality rejected,5,-1
891,2024-05-19,Step ladder,7ft,item best household purpose quality item goodnot good going use commercial purposes better select commercial ladder swisstek overall good experience value money ps approx kg weight dont even think buy product go buy commercial ladder,5,1
892,2024-07-04,Step ladder,7ft,good quality swisstek product well care transportation well bubble wrap thanks daraz,5,1
893,2024-05-10,Step ladder,7ft,well packed quick delivery worth price paid advertisement states suited domestic use mainly indoors,5,1
894,2024-10-13,Step ladder,7ft,worth price use day today activities home may strong enough commercial use satisfied product,5,1
895,2025-01-04,Step ladder,7ft,good quality product good service,5,1
896,2024-11-29,Step ladder,7ft,looks like good quality thank,5,1
897,2024-06-06,Step ladder,7ft,meri beaucoup super,5,1
898,2024-09-01,Step ladder,7ft,ladder good quality,5,1
899,2024-11-01,Step ladder,7ft,wowreally helpful,5,1
900,2024-07-20,Step ladder,7ft,received product seller recommended fast shipping worth money thank,5,1
901,2024-12-03,Step ladder,7ft,good product worth price thank daraz took one week delivery,5,1
902,2025-01-08,Step ladder,7ft,seems quality ladder poor compared alumex ladder sharp edges could cause serious injury ive seen similar comments customers seems swistek doesnt care customer feedback usual,5,-1
903,2024-10-20,Step ladder,7ft,gapped lareder time right thank daraz,5,1
904,2024-04-07,Step ladder,7ft,good service,5,1
905,2024-05-31,Step ladder,7ft,wow,5,1
906,2024-04-17,Step ladder,7ft,win good,5,1
907,2024-05-04,Step ladder,7ft,good quality product fast delivery recommend product seller,5,1
908,2024-06-30,Step ladder,7ft,simply outstanding dont think twice buy amazing product,5,1
909,2025-01-20,Step ladder,7ft,ideal home use good item great price total length feet,5,1
910,2024-09-03,Step ladder,7ft,super product well packed good seller recommended fast delivery,5,1
911,2024-07-31,Step ladder,7ft,works sturdy gets job done good purchase,5,1
912,2024-06-10,Step ladder,7ft,well packed delivery within days original swisstek item,5,1
913,2024-11-20,Step ladder,7ft,famous draz superbiolay good,5,1
914,2024-08-17,Step ladder,7ft,took days ship item delivered days order,5,0
915,2024-08-27,Step ladder,7ft,much better product need enhance areas packaging,5,1
916,2024-09-23,Step ladder,7ft,recieved time durable materials proper packaging,5,0
917,2024-11-05,Step ladder,7ft,poor qualitynot allstrong enough hold weight,5,-1
918,2024-10-06,Step ladder,7ft,good product easy handle light weight thanks daraz,5,1
919,2024-06-11,Step ladder,7ft,good product valued money good quality,5,1
920,2024-10-18,Step ladder,7ft,received safely really quality product recommended,5,1
921,2024-06-28,Step ladder,7ft,thin expected good,4,1
922,2024-11-18,Step ladder,7ft,good product worth price delivered time,5,1
923,2024-06-09,Step ladder,7ft,well packed quality product recommended,5,1
924,2024-08-31,Step ladder,7ft,parts sharp ok,3,1
925,2025-01-17,Step ladder,7ft,good working product worth money recomended,5,1
926,2024-05-25,Step ladder,7ft,strength ok domestic purpose good product,5,1
927,2024-07-28,Step ladder,7ft,average quality ok household use,5,1
928,2024-09-08,Step ladder,7ft,low stronggood work,5,-1
929,2024-06-03,Step ladder,7ft,quality product delivery bit late thought,5,0
930,2024-10-19,Step ladder,7ft,fast delivery genuine product useful,5,1
931,2024-05-03,Step ladder,7ft,good product received time nicely packed,5,1
932,2024-10-15,Step ladder,7ft,good product took days deliver,5,1
933,2024-04-13,Step ladder,7ft,product quite good worth cash,5,1
934,2024-04-06,Step ladder,7ft,fast delivery delivered within days,5,0
935,2024-06-23,Step ladder,7ft,deleverd one monthvery poor service,1,-1
936,2024-08-13,Step ladder,7ft,fast delivery hours thank,5,1
937,2024-10-02,Step ladder,7ft,perfect acceptable quality,4,1
938,2024-08-29,Step ladder,7ft,edges sharp otherwise issues,5,0
939,2024-12-19,Step ladder,7ft,good productfast delivery thank,5,1
940,2024-09-04,Step ladder,7ft,worth price good product,5,1
941,2024-06-24,Step ladder,7ft,good product see durability thx,5,1
942,2024-06-13,Step ladder,7ft,fastest delivery good product,5,1
943,2024-05-10,Step ladder,7ft,great good product fast delivery,5,1
944,2024-10-27,Step ladder,7ft,fine solid good product,5,1
945,2024-09-09,Step ladder,7ft,really good product satisfied,5,1
946,2025-01-17,Step ladder,7ft,transporter good try get us near lorry collect good feet ladder carpet road double door bus go,2,1
947,2024-04-24,Step ladder,7ft,good product highly recommend,5,1
948,2024-12-29,Step ladder,7ft,good item good servicethanks,5,1
949,2024-10-05,Step ladder,7ft,good product highly recommended,5,1
950,2024-10-15,Step ladder,7ft,good product real time deliverd,5,1
951,2024-10-26,Step ladder,7ft,good product price,5,1
952,2024-05-12,Step ladder,7ft,worst product dont delivered working days deadline,1,-1
953,2025-01-17,Step ladder,7ft,fast delivery genuine product,5,0
954,2024-10-08,Step ladder,7ft,nice producto worth price,5,1
955,2024-08-04,Step ladder,7ft,product good price,5,1
956,2024-07-07,Step ladder,7ft,good product good packaging,5,1
957,2024-05-17,Step ladder,7ft,thank good guality,5,1
958,2024-07-16,Step ladder,7ft,excellent quality worth,5,1
959,2024-10-11,Step ladder,7ft,good product worth money,5,1
960,2024-12-27,Step ladder,7ft,best product described,5,1
961,2024-06-21,Step ladder,7ft,received good condition,5,1
962,2024-08-12,Step ladder,7ft,item received thank,5,1
963,2024-07-16,Step ladder,7ft,good quality excellent,5,1
964,2024-06-11,Step ladder,7ft,good product good service,5,1
965,2024-05-04,Step ladder,7ft,goodok price tag,4,0
966,2024-08-30,Step ladder,7ft,great heavy stable,5,1
967,2024-11-08,Step ladder,7ft,good quality product,5,1
968,2024-05-13,Step ladder,7ft,good fast delivery,5,1
969,2024-07-18,Step ladder,7ft,totally satisfied,5,1
970,2024-04-15,Step ladder,7ft,good product,5,1
971,2024-12-24,Step ladder,7ft,good quality thanks,5,1
972,2024-07-01,Step ladder,7ft,verry good product,5,1
973,2024-05-07,Step ladder,7ft,good fast deliver,5,1
974,2024-05-25,Step ladder,7ft,good ladder strong,5,1
975,2024-07-26,Step ladder,7ft,worth price,5,1
976,2024-10-08,Step ladder,7ft,received time,5,0
977,2024-08-13,Step ladder,7ft,supreb product,5,0
978,2024-12-11,Step ladder,7ft,recommended,5,1
979,2024-08-09,Step ladder,7ft,good product,5,1
980,2024-10-29,Step ladder,7ft,quality,5,0
981,2025-01-10,Step ladder,7ft,solid product,5,1
982,2024-05-04,Step ladder,7ft,good product,5,1
983,2024-12-01,Step ladder,7ft,product ok,5,1
984,2024-11-18,Step ladder,7ft,good product,5,1
985,2024-08-21,Step ladder,7ft,good product,5,1
986,2024-07-30,Step ladder,7ft,good quality,5,1
987,2024-08-11,Step ladder,7ft,good product,5,1
988,2024-12-04,Step ladder,7ft,good product,4,1
989,2024-11-09,Step ladder,7ft,good prodect,5,1
990,2024-10-29,Step ladder,7ft,good product,5,1
991,2025-01-06,Step ladder,7ft,good product,5,1
992,2024-11-10,Step ladder,7ft,still used,1,0
993,2024-12-05,Step ladder,7ft,good ladder,5,1
994,2024-11-27,Step ladder,7ft,good product,5,1
995,2024-12-16,Step ladder,7ft,good product,5,1
996,2024-12-15,Step ladder,7ft,good product,5,1
997,2024-06-03,Step ladder,7ft,good product,5,1
998,2024-08-24,Step ladder,7ft,good product,5,1
999,2024-11-13,Step ladder,7ft,good product,4,1
1000,2024-07-23,Step ladder,7ft,good,5,1
1001,2024-12-07,Step ladder,7ft,ladder ok delivery takes weeks,2,1
1002,2024-05-07,Step ladder,7ft,good product good,1,1
1003,2024-07-02,Step ladder,7ft,service poori want th sepi got th seplm un happy custermerlast time situation,1,1
1004,2024-05-30,Step ladder,7ft,meka kawruth ganna epadamege wela thiyena eewa ewanne,1,0
1005,2024-10-26,Step ladder,7ft,good,5,1
1006,2024-08-18,Step ladder,7ft,bad,5,-1
1007,2024-08-19,Step ladder,7ft,good,5,1
1008,2024-10-22,Step ladder,7ft,worth,5,1
1009,2024-06-11,Step ladder,7ft,supire,5,0
1010,2024-06-30,Step ladder,7ft,good,5,1
1011,2024-09-29,Step ladder,7ft,good,5,1
1012,2024-08-31,Step ladder,7ft,great,5,1
1013,2024-04-22,Step ladder,7ft,good,5,1
1014,2024-10-01,Step ladder,7ft,good,4,1
1015,2024-09-26,Step ladder,7ft,best,5,1
1017,2024-09-20,Step ladder,7ft,ok,5,1
1018,2024-08-15,Step ladder,8ft,carefully delivered within days total ft wrapped bubble wrapping ensure safety delivery see image good quality product happy purchase thank swissteck aluminum daraz cheers,5,1
1019,2024-10-24,Step ladder,8ft,love rigid lightweight second thought swisstek ladders delivery fast aswell within days seller processed handed item daraz within hours placed order made sure second half day making eligible next day delivery overall great experience swisstek wish company best business,5,1
1020,2024-07-25,Step ladder,8ft,good productwell packed delivered,5,1
1021,2024-05-11,Step ladder,8ft,good quality ladder works,5,1
1022,2024-09-02,Step ladder,8ft,get daysbut goods goodheavy ladderstrongdelivery service good tootalking well without upsetthank much,5,1
1023,2025-01-13,Step ladder,8ft,good product seller quick rectify delivery mistake however daraz deliver partner horrible didnt deliver product sent mail saying delivered came actual delivery delivery guy rude unhappy daraz delivery partner seller good,5,-1
1024,2025-01-15,Step ladder,8ft,ladder sturdy lightweight perfect reaching high places around house exactly needed great value price highly recommend thank delivery team fast secure delivery,5,1
1025,2024-06-14,Step ladder,8ft,ladder received described order however appear undergone quality control checks numerous sharp edges present joints ladder seems sufficiently stable strong person average build overall quality concerning,4,1
1026,2024-07-29,Step ladder,8ft,qc rejected item,2,-1
1027,2024-05-14,Step ladder,8ft,value money safety speed delivery good services,5,1
1028,2024-12-20,Step ladder,8ft,good product worth price,5,1
1029,2024-09-20,Step ladder,8ft,love product highly recommended,5,1
1030,2024-09-20,Step ladder,8ft,received timeperfect condition,5,0
1031,2024-09-21,Step ladder,8ft,good product good strengh heavyrecommend,5,1
1032,2024-07-06,Step ladder,8ft,great delivery,5,1
1033,2024-08-13,Step ladder,8ft,good product,5,1
1034,2024-05-24,Step ladder,8ft,good product,5,1
1035,2024-07-31,Step ladder,8ft,good service,5,1
1036,2025-01-03,Step ladder,8ft,delivery company awful manipulative claimed called days ago could show call records never calls marked daraz system tried many times asked delivery guy didnt reply please refrain using bad delivery partner least orders,4,-1
1037,2024-05-06,Step ladder,8ft,ok,5,1
1038,2024-07-28,Step ladder,8ft,good,5,1
1039,2024-11-01,Step ladder,8ft,prefect,5,0
1040,2024-07-14,Step ladder,8ft,best product value money,5,1
1041,2024-11-19,Step ladder,8ft,excellent,5,1
1042,2024-07-08,Step ladder,8ft,highly recommend product vendor delivery service,5,1
1043,2024-08-26,Step ladder,8ft,product good expected delivery dates given th th october delivered th september however professionalism courier company improve first contact customer check customer available given time delivering product previous deliveries couriers suddenly showed without notice cod order didnt cash hand product delivery date given days day arrived borrow third party think definitely addressed,5,1
1044,2024-11-26,Step ladder,8ft,good fast delivery,5,1
1045,2024-10-07,Step ladder,8ft,edges shap,4,0
1046,2024-10-04,Step ladder,8ft,amazing lader also good condition packing fast delivary quick service exelent tnx daraz swisteck,5,1
1047,2024-09-14,Step ladder,8ft,sharp edges around also quite strong enough steady serves purpose worth price recommend,5,1
1048,2024-05-05,Step ladder,8ft,superb item highly recommended worth money well packed delivered door step,5,1
1049,2024-08-14,Step ladder,8ft,yet opened,5,0
1050,2025-01-25,Step ladder,8ft,good properly packed small delay delivery,4,1
1051,2024-05-30,Step ladder,8ft,well packed damage good product heavy duty,5,1
1052,2025-01-17,Step ladder,8ft,win item received good condition thank,5,1
1053,2024-08-23,Step ladder,8ft,good found shop low price k buy less k hardware,5,1
1054,2024-10-02,Step ladder,8ft,super product,5,1
1055,2024-10-02,Step ladder,8ft,ladder good even though sharp edges need careful handing,5,1
1056,2024-06-28,Step ladder,8ft,comfortable safe,5,1
1057,2024-07-23,Step ladder,8ft,quality good,5,1
1058,2024-06-29,Step ladder,8ft,though delivered u hav sent msg saying delayed,1,-1
1059,2024-07-30,Step ladder,8ft,excellent seller fast shipping thanks,5,1
1060,2024-08-10,Step ladder,8ft,really good product fast delivery,5,1
1061,2024-10-17,Step ladder,8ft,described value price,5,1
1062,2024-05-09,Step ladder,8ft,good quality productwell packed,5,1
1063,2024-08-19,Step ladder,8ft,ladder worth full,5,1
1064,2024-09-13,Step ladder,8ft,good quality product,5,1
1065,2024-07-05,Step ladder,8ft,good recommend,5,1
1066,2024-06-23,Step ladder,8ft,recommend buy,5,1
1067,2024-10-11,Step ladder,8ft,good product,5,1
1068,2025-01-14,Step ladder,8ft,good product,5,1
1069,2024-06-12,Step ladder,8ft,product described quality product delayed days provided date delivery ordered sampath credit card months installment plan converted installment plan pay full amount beware go installment plans credit cards,5,1
1070,2025-01-09,Step ladder,8ft,good,5,1
1071,2024-04-23,Step ladder,8ft,cool,5,1
